Z	3750001	3800000	3772933	791	0.1438	0.1742	0.1606	0.0056
Z	3800001	3850000	3826716	802	0.107	0.1448	0.129	0.0134
Z	3850001	3900000	3874214	665	0.0967	0.0745	0.0809	-0.0307
Z	3900001	3950000	3923410	621	0.01	0.0077	0.008	-0.0582
Z	3950001	4000000	3977324	607	0.0756	0.0889	0.0811	-0.0076
Z	4000001	4050000	4022605	793	0.1423	0.1293	0.1293	-0.0269
Z	4050001	4100000	4072379	604	0.1255	0.1451	0.1348	-0.002
Z	4100001	4150000	4123829	536	0.1073	0.1084	0.1054	-0.0126
Z	4150001	4200000	4174439	475	0.0949	0.1207	0.1102	0.0121
Z	4200001	4250000	4225153	519	0.0922	0.0989	0.0931	-0.0141
Z	4250001	4300000	4273021	580	0.1349	0.1581	0.1458	-0.0027
Z	4300001	4350000	4323943	452	0.1195	0.1448	0.1328	0.0028
Z	4350001	4400000	4376270	474	0.0607	0.1047	0.0876	0.0315
Z	4400001	4450000	4422323	482	0.0407	0.0714	0.0597	0.0347
Z	4450001	4500000	4477378	350	0.0707	0.087	0.0782	-0.0045
Z	4500001	4550000	4527018	430	0.1069	0.1507	0.1311	0.0098
Z	4550001	4600000	4576781	513	0.0888	0.1032	0.0935	-0.0145
Z	4600001	4650000	4624943	524	0.0775	0.1198	0.0936	-0.0288
Z	4650001	4700000	4673376	544	0.0843	0.1283	0.0958	-0.057
Z	4700001	4750000	4725266	419	0.0378	0.0588	0.0437	-0.0556
Z	4750001	4800000	4775153	402	0.0655	0.0996	0.0743	-0.0577
Z	4800001	4850000	4825677	430	0.0786	0.1257	0.0927	-0.0533
Z	4850001	4900000	4874219	503	0.0754	0.1187	0.087	-0.0603
Z	4900001	4950000	4926060	398	0.0902	0.1429	0.1045	-0.0597
Z	4950001	5000000	4975125	388	0.068	0.1045	0.0772	-0.061
Z	5000001	5050000	5027455	420	0.0421	0.0459	0.0376	-0.0858
Z	5050001	5100000	5075484	402	0.0411	0.0626	0.0467	-0.0579
Z	5100001	5150000	5126434	384	0.0704	0.1068	0.0792	-0.0614
Z	5150001	5200000	5174475	412	0.1126	0.1816	0.1323	-0.0581
Z	5200001	5250000	5224295	448	0.0494	0.0706	0.0532	-0.0658
Z	5250001	5300000	5274767	448	0.0021	0.0024	0.0019	-0.0996
Z	5300001	5350000	5325387	515	0.0052	0.0039	0.004	-0.0695
Z	5350001	5400000	5375265	391	0.0017	0.0019	0.0017	-0.0262
Z	5400001	5450000	5424451	523	0.0193	0.0147	0.0153	-0.056
Z	5450001	5500000	5474488	324	0.0091	0.0128	0.0098	-0.06
Z	5500001	5550000	5525862	332	0.0047	0.0065	0.0047	-0.0896
Z	5550001	5600000	5576355	353	0.0098	0.0114	0.0096	-0.0513
Z	5600001	5650000	5623334	322	0.0083	0.0085	0.0073	-0.0801
Z	5650001	5700000	5677180	438	0.1134	0.1257	0.1043	-0.0747
Z	5700001	5750000	5725579	435	0.041	0.0472	0.0388	-0.0702
Z	5750001	5800000	5775319	401	0.055	0.0376	0.0403	-0.0759
Z	5800001	5850000	5824927	353	0.0627	0.0494	0.0481	-0.0835
Z	5850001	5900000	5874900	492	0.1372	0.1469	0.1259	-0.0663
Z	5900001	5950000	5927217	381	0.0224	0.0334	0.0249	-0.0617
Z	5950001	6000000	5975396	346	0.0076	0.0059	0.006	-0.0616
Z	6000001	6050000	6026243	367	0.0033	0.0035	0.003	-0.0572
Z	6050001	6100000	6072314	418	0.0029	0.0048	0.0036	-0.0349
Z	6100001	6150000	6126238	365	0.0804	0.0904	0.075	-0.0708
Z	6150001	6200000	6174532	400	0.1206	0.1298	0.1103	-0.0694
Z	6200001	6250000	6225515	293	0.0976	0.1101	0.0914	-0.0699
Z	6250001	6300000	6274504	399	0.0849	0.1028	0.0831	-0.0669
Z	6300001	6350000	6325515	527	0.0271	0.0271	0.0237	-0.0724
Z	6350001	6400000	6374766	546	0.0711	0.0585	0.0565	-0.0752
Z	6400001	6450000	6426316	490	0.0157	0.014	0.0129	-0.0753
Z	6450001	6500000	6474925	487	0.085	0.0743	0.0697	-0.0733
Z	6500001	6550000	6525415	514	0.1105	0.0991	0.0925	-0.0683
Z	6550001	6600000	6575046	588	0.0959	0.1083	0.09	-0.0691
Z	6600001	6650000	6625049	539	0.0438	0.0428	0.0381	-0.0694
Z	6650001	6700000	6676264	514	0.0508	0.0526	0.0447	-0.0797
Z	6700001	6750000	6725622	666	0.0761	0.0833	0.0692	-0.077
Z	6750001	6800000	6774496	559	0.0572	0.063	0.0524	-0.0747
Z	6800001	6850000	6822411	513	0.035	0.0385	0.0321	-0.0743
Z	6850001	6900000	6877240	433	0.0613	0.0684	0.057	-0.0708
Z	6900001	6950000	6923745	621	0.0791	0.08	0.0698	-0.0718
Z	6950001	7000000	6975198	550	0.0575	0.0453	0.0438	-0.0872
Z	7000001	7050000	7026642	694	0.0712	0.0751	0.0636	-0.0765
Z	7050001	7100000	7075372	576	0.0625	0.0686	0.0571	-0.0757
Z	7100001	7150000	7125015	815	0.0237	0.0252	0.0213	-0.0771
Z	7150001	7200000	7173291	644	0.1257	0.1379	0.1148	-0.0755
Z	7200001	7250000	7226349	636	0.0596	0.0548	0.0492	-0.0822
Z	7250001	7300000	7276278	746	0.0873	0.0623	0.0646	-0.0801
Z	7300001	7350000	7325518	747	0.0577	0.0485	0.046	-0.0787
Z	7350001	7400000	7363350	312	0.0892	0.0924	0.0802	-0.0678
Z	7400001	7450000	7431437	336	0.1125	0.1053	0.0954	-0.0724
Z	7450001	7500000	7475238	601	0.1026	0.0962	0.0875	-0.0698
Z	7500001	7550000	7525349	570	0.1163	0.1315	0.1083	-0.0738
Z	7550001	7600000	7574853	742	0.0942	0.0795	0.0752	-0.0791
Z	7600001	7650000	7627006	883	0.0738	0.0567	0.0561	-0.0833
Z	7650001	7700000	7675572	1033	0.0726	0.0557	0.055	-0.0842
Z	7700001	7750000	7723695	950	0.0045	0.0043	0.0039	-0.0699
Z	7750001	7800000	7775867	697	0.0018	0.001	0.0011	-0.1594
Z	7800001	7850000	7823560	831	0.0216	0.017	0.0164	-0.0874
Z	7850001	7900000	7876106	913	0.044	0.0305	0.0322	-0.0795
Z	7900001	7950000	7923603	760	0.0708	0.0469	0.0511	-0.0773
Z	7950001	8000000	7975117	898	0.0692	0.0528	0.0523	-0.0841
Z	8000001	8050000	8024520	792	0.0219	0.0164	0.0164	-0.0845
Z	8050001	8100000	8075703	769	0.0862	0.0614	0.0636	-0.0816
Z	8100001	8150000	8126064	920	0.0492	0.0363	0.0368	-0.0823
Z	8150001	8200000	8173896	925	0.0453	0.0634	0.0487	-0.0606
Z	8200001	8250000	8225439	1007	0.034	0.0503	0.0376	-0.062
Z	8250001	8300000	8274911	864	0.0694	0.1055	0.0781	-0.0621
Z	8300001	8350000	8324458	828	0.0353	0.0251	0.0261	-0.0792
Z	8350001	8400000	8369384	524	0.0411	0.065	0.0473	-0.0633
Z	8400001	8450000	8414762	323	0.114	0.1498	0.1384	0.026
Z	8450001	8500000	8478487	432	0.0981	0.1176	0.0955	-0.0664
Z	8500001	8550000	8526072	737	0.0491	0.0968	0.0667	-0.0494
Z	8550001	8600000	8574067	790	0.0867	0.1071	0.0857	-0.0672
Z	8600001	8650000	8626198	896	0.0731	0.0983	0.0769	-0.0593
Z	8650001	8700000	8674377	955	0.0747	0.1045	0.081	-0.0552
Z	8700001	8750000	8724999	794	0.0017	0.0235	0.0123	-0.0134
Z	8750001	8800000	8773744	811	0.0001	0.0193	0.0097	0.0031
Z	8800001	8850000	8826635	671	0.0	0.0897	0.045	0.0012
Z	8850001	8900000	8875218	921	0.0058	0.053	0.0288	-0.0103
Z	8900001	8950000	8926349	900	0.0021	0.0539	0.0276	-0.0069
Z	8950001	9000000	8973895	852	0.0018	0.0015	0.0014	-0.0999
Z	9000001	9050000	9023807	1143	0.0143	0.0137	0.0125	-0.0641
Z	9050001	9100000	9072340	799	0.0619	0.0674	0.056	-0.0784
Z	9100001	9150000	9128272	784	0.1287	0.1587	0.1344	-0.0366
Z	9150001	9200000	9174856	923	0.0522	0.0673	0.0557	-0.0383
Z	9200001	9250000	9223584	768	0.0023	0.0034	0.0025	-0.0752
Z	9250001	9300000	9276730	836	0.0039	0.0057	0.0041	-0.0818
Z	9300001	9350000	9326189	945	0.0017	0.0013	0.0014	-0.05
Z	9350001	9400000	9374230	827	0.001	0.0018	0.0016	0.0652
Z	9400001	9450000	9424543	826	0.0	0.0	0.0	nan
Z	9450001	9500000	9476776	844	0.0007	0.0001	0.0003	-0.0989
Z	9500001	9550000	9525194	936	0.0007	0.001	0.0008	-0.0154
Z	9550001	9600000	9574043	783	0.0	0.0009	0.0004	0.0
Z	9600001	9650000	9626493	746	0.0021	0.0025	0.0019	-0.0891
Z	9650001	9700000	9673492	775	0.0	0.0004	0.0002	0.0
Z	9700001	9750000	9724261	681	0.0008	0.0013	0.0012	0.0941
Z	9750001	9800000	9777776	630	0.0005	0.0011	0.0007	-0.0645
Z	9800001	9850000	9826305	893	0.0027	0.0023	0.0021	-0.0991
Z	9850001	9900000	9874846	705	0.0029	0.0018	0.002	-0.0882
Z	9900001	9950000	9925296	643	0.0001	0.0005	0.0003	0.0578
Z	9950001	10000000	9976635	728	0.0007	0.0008	0.0007	-0.0685
Z	10000001	10050000	10021929	871	0.0039	0.0045	0.0034	-0.1099
Z	10050001	10100000	10073780	898	0.0004	0.0007	0.0006	-0.0001
Z	10100001	10150000	10123283	738	0.0008	0.0007	0.0007	-0.0685
Z	10150001	10200000	10176134	613	0.0	0.0	0.0	nan
Z	10200001	10250000	10224636	712	0.004	0.0039	0.0037	-0.0381
Z	10250001	10300000	10276311	683	0.0047	0.0026	0.0033	-0.0562
Z	10300001	10350000	10325047	726	0.0	0.0005	0.0002	0.0
Z	10350001	10400000	10375129	671	0.0008	0.0012	0.0009	-0.0477
Z	10400001	10450000	10424131	746	0.0001	0.0009	0.0004	-0.1524
Z	10450001	10500000	10475363	738	0.0	0.0	0.0	nan
Z	10500001	10550000	10525042	699	0.0118	0.0023	0.0069	-0.0138
Z	10550001	10600000	10574627	890	0.0253	0.0011	0.0132	-0.0
Z	10600001	10650000	10625305	675	0.0699	0.0006	0.0356	0.0052
Z	10650001	10700000	10675517	683	0.0005	0.003	0.001	-0.3039
Z	10700001	10750000	10723258	614	0.0005	0.0011	0.0007	-0.0645
Z	10750001	10800000	10776209	736	0.0	0.0005	0.0002	-0.0
Z	10800001	10850000	10825767	628	0.0	0.0	0.0	nan
Z	10850001	10900000	10875313	622	0.0005	0.0	0.0	-1.2
Z	10900001	10950000	10923674	715	0.0	0.0	0.0	nan
Z	10950001	11000000	10971524	774	0.0054	0.0075	0.0057	-0.0709
Z	11000001	11050000	11024280	904	0.0007	0.0004	0.0007	0.074
Z	11050001	11100000	11076438	995	0.0006	0.0004	0.0002	-0.4343
Z	11100001	11150000	11122462	735	0.0036	0.0034	0.0031	-0.0581
Z	11150001	11200000	11176507	617	0.0	0.0005	0.0003	0.0
Z	11200001	11250000	11226468	676	0.0002	0.0028	0.0005	-0.5699
Z	11250001	11300000	11273341	805	0.002	0.0022	0.0018	-0.0995
Z	11300001	11350000	11325454	548	0.0042	0.0026	0.0028	-0.1091
Z	11350001	11400000	11373147	548	0.0058	0.0023	0.0041	-0.0021
Z	11400001	11450000	11426207	597	0.0	0.0	0.0	nan
Z	11450001	11500000	11476040	741	0.0004	0.0005	0.0003	-0.2225
Z	11500001	11550000	11521728	734	0.0013	0.003	0.002	-0.0235
Z	11550001	11600000	11569146	483	0.0014	0.0014	0.0013	-0.0473
Z	11600001	11650000	11625497	673	0.0005	0.0015	0.001	-0.0002
Z	11650001	11700000	11674951	626	0.0	0.0	0.0	nan
Z	11700001	11750000	11724437	690	0.0	0.0	0.0	nan
Z	11750001	11800000	11775255	549	0.0049	0.0055	0.0046	-0.0686
Z	11800001	11850000	11825679	655	0.0014	0.0017	0.0013	-0.0813
Z	11850001	11900000	11875553	604	0.0025	0.0025	0.0023	-0.0541
Z	11900001	11950000	11926935	773	0.0293	0.0186	0.0295	0.1119
Z	11950001	12000000	11976407	711	0.1209	0.0693	0.1152	0.1034
Z	12000001	12050000	12027305	576	0.1413	0.0835	0.1371	0.1071
Z	12050001	12100000	12074716	756	0.1583	0.0955	0.1537	0.103
Z	12100001	12150000	12126228	776	0.1585	0.0903	0.1515	0.1063
Z	12150001	12200000	12174124	700	0.0759	0.0445	0.0741	0.1118
Z	12200001	12250000	12224245	777	0.0023	0.0027	0.0022	-0.0539
Z	12250001	12300000	12275276	769	0.091	0.0507	0.0862	0.1057
Z	12300001	12350000	12325877	707	0.0016	0.0024	0.0018	-0.0498
Z	12350001	12400000	12373764	579	0.0037	0.0043	0.0038	-0.0188
Z	12400001	12450000	12426505	695	0.0321	0.0457	0.035	-0.057
Z	12450001	12500000	12476704	700	0.0092	0.011	0.0093	-0.0472
Z	12500001	12550000	12524911	697	0.0758	0.0822	0.0776	-0.0102
Z	12550001	12600000	12575206	572	0.0009	0.0009	0.001	0.0222
Z	12600001	12650000	12625577	582	0.0493	0.0348	0.0483	0.075
Z	12650001	12700000	12672437	566	0.1006	0.1084	0.1043	-0.0007
Z	12700001	12750000	12723776	592	0.0493	0.0735	0.0559	-0.0517
Z	12750001	12800000	12777379	538	0.1712	0.194	0.1781	-0.0138
Z	12800001	12850000	12824881	748	0.1513	0.1555	0.1531	-0.001
Z	12850001	12900000	12875929	839	0.1813	0.1835	0.1856	0.0095
Z	12900001	12950000	12924762	782	0.1533	0.1518	0.1565	0.0138
Z	12950001	13000000	12975830	727	0.1543	0.1477	0.1569	0.021
Z	13000001	13050000	13027051	788	0.1489	0.1583	0.155	0.005
Z	13050001	13100000	13075145	729	0.1373	0.1388	0.1386	0.0021
Z	13100001	13150000	13124023	657	0.1342	0.14	0.1358	-0.0054
Z	13150001	13200000	13175897	700	0.1788	0.1762	0.1719	-0.0175
Z	13200001	13250000	13227174	892	0.1337	0.1334	0.1272	-0.0266
Z	13250001	13300000	13275130	998	0.1639	0.1705	0.1618	-0.018
Z	13300001	13350000	13324540	820	0.1504	0.1505	0.1438	-0.0245
Z	13350001	13400000	13375630	716	0.0893	0.0816	0.0862	0.005
Z	13400001	13450000	13422872	648	0.1447	0.1409	0.1438	0.0037
Z	13450001	13500000	13474755	622	0.1245	0.111	0.1104	-0.0354
Z	13500001	13550000	13524596	782	0.1178	0.1156	0.1161	-0.003
Z	13550001	13600000	13575859	740	0.1054	0.1097	0.107	-0.0025
Z	13600001	13650000	13628407	895	0.1388	0.1252	0.1266	-0.0228
Z	13650001	13700000	13676901	847	0.1753	0.1603	0.1657	-0.0069
Z	13700001	13750000	13722394	681	0.1755	0.1591	0.1632	-0.0136
Z	13750001	13800000	13774756	727	0.1281	0.1221	0.1211	-0.018
Z	13800001	13850000	13823661	600	0.0617	0.0297	0.0444	-0.016
Z	13850001	13900000	13872189	479	0.191	0.0866	0.1343	-0.0178
Z	13900001	13950000	13927386	492	0.1833	0.0719	0.127	-0.0028
Z	13950001	14000000	13975917	517	0.112	0.0624	0.0819	-0.0345
Z	14000001	14050000	14025765	433	0.0062	0.0053	0.0054	-0.0304
Z	14050001	14100000	14077024	370	0.0	0.0	0.0	nan
Z	14100001	14150000	14125742	457	0.0019	0.0007	0.0013	0.01
Z	14150001	14200000	14176171	666	0.0261	0.0232	0.0216	-0.0728
Z	14200001	14250000	14226198	638	0.0017	0.001	0.0014	0.0353
Z	14250001	14300000	14273855	783	0.1155	0.0524	0.0816	-0.0153
Z	14300001	14350000	14326024	762	0.1449	0.0966	0.1172	-0.0162
Z	14350001	14400000	14374316	762	0.1628	0.1305	0.1383	-0.032
Z	14400001	14450000	14424152	526	0.0374	0.0347	0.0336	-0.0388
Z	14450001	14500000	14475069	722	0.0244	0.008	0.0165	0.0113
Z	14500001	14550000	14523401	650	0.1014	0.0926	0.0872	-0.0579
Z	14550001	14600000	14575505	468	0.1205	0.123	0.1216	-0.0007
Z	14600001	14650000	14626404	652	0.1871	0.1619	0.1675	-0.0223
Z	14650001	14700000	14672895	679	0.1772	0.1561	0.1617	-0.0165
Z	14700001	14750000	14725896	674	0.203	0.1566	0.1704	-0.0296
Z	14750001	14800000	14775768	770	0.1774	0.1351	0.1499	-0.0226
Z	14800001	14850000	14824453	762	0.1751	0.1495	0.1441	-0.0652
Z	14850001	14900000	14876584	624	0.1874	0.1507	0.1579	-0.0373
Z	14900001	14950000	14921872	560	0.1863	0.1543	0.1614	-0.0295
Z	14950001	15000000	14974330	460	0.0573	0.0029	0.0298	-0.0056
Z	15000001	15050000	15027026	306	0.1012	0.0035	0.0523	-0.0001
Z	15050001	15100000	15076089	295	0.0316	0.0	0.0158	0.0
Z	15100001	15150000	15124503	295	0.0181	0.0097	0.0132	-0.0289
Z	15150001	15200000	15176975	439	0.1375	0.0574	0.1139	0.0844
Z	15200001	15250000	15225175	371	0.1172	0.053	0.0978	0.0753
Z	15250001	15300000	15276026	313	0.1344	0.0566	0.1122	0.0868
Z	15300001	15350000	15325068	353	0.1898	0.1076	0.1601	0.0399
Z	15350001	15400000	15373733	306	0.081	0.0871	0.0712	-0.0915
Z	15400001	15450000	15425201	376	0.075	0.0789	0.0649	-0.0937
Z	15450001	15500000	15475451	349	0.1131	0.1168	0.097	-0.0931
Z	15500001	15550000	15523299	336	0.044	0.0657	0.0496	-0.055
Z	15550001	15600000	15573774	299	0.1114	0.0451	0.0818	0.0246
Z	15600001	15650000	15626287	320	0.2085	0.119	0.1656	0.0062
Z	15650001	15700000	15676479	351	0.1772	0.143	0.1529	-0.0252
Z	15700001	15750000	15726444	447	0.1748	0.1713	0.154	-0.0639
Z	15750001	15800000	15774034	369	0.1322	0.1127	0.1066	-0.0762
Z	15800001	15850000	15828237	422	0.1224	0.1299	0.1157	-0.0472
Z	15850001	15900000	15875611	754	0.1711	0.0495	0.1254	0.0693
Z	15900001	15950000	15924204	490	0.1565	0.0471	0.1127	0.0553
Z	15950001	16000000	15977122	504	0.1581	0.0685	0.117	0.0179
Z	16000001	16050000	16022479	484	0.1693	0.1475	0.138	-0.0757
Z	16050001	16100000	16074922	443	0.1395	0.1249	0.1307	-0.0064
Z	16100001	16150000	16124518	379	0.0545	0.1017	0.0737	-0.0314
Z	16150001	16200000	16175358	518	0.1323	0.1525	0.1454	0.0115
Z	16200001	16250000	16223243	450	0.0852	0.122	0.0936	-0.0557
Z	16250001	16300000	16276132	366	0.1762	0.1721	0.1658	-0.0268
Z	16300001	16350000	16324296	497	0.0657	0.063	0.0613	-0.0263
Z	16350001	16400000	16375811	736	0.1651	0.1055	0.1498	0.0552
Z	16400001	16450000	16424922	724	0.1835	0.0945	0.1474	0.0319
Z	16450001	16500000	16475904	803	0.1287	0.0475	0.0949	0.0403
Z	16500001	16550000	16524502	710	0.1669	0.1076	0.1345	-0.0111
Z	16550001	16600000	16577659	729	0.0195	0.0321	0.0244	-0.0321
Z	16600001	16650000	16625817	777	0.0852	0.0767	0.0828	0.0126
Z	16650001	16700000	16674970	749	0.1512	0.0232	0.1016	0.0828
Z	16700001	16750000	16722395	648	0.1636	0.1048	0.1331	-0.0044
Z	16750001	16800000	16774984	735	0.2136	0.1207	0.1732	0.0192
Z	16800001	16850000	16822992	715	0.136	0.0076	0.0878	0.1085
Z	16850001	16900000	16874586	742	0.1498	0.073	0.1154	0.0191
Z	16900001	16950000	16926608	870	0.1335	0.1116	0.1133	-0.0428
Z	16950001	17000000	16972764	792	0.0687	0.107	0.0826	-0.0334
Z	17000001	17050000	17025460	583	0.1	0.0932	0.0838	-0.0781
Z	17050001	17100000	17074377	704	0.1202	0.1127	0.1007	-0.0796
Z	17100001	17150000	17129267	789	0.0557	0.0505	0.0462	-0.0758
Z	17150001	17200000	17172610	773	0.1065	0.1017	0.0907	-0.0751
Z	17200001	17250000	17224967	639	0.1406	0.0624	0.1145	0.0652
Z	17250001	17300000	17273674	766	0.1605	0.128	0.1333	-0.0434
Z	17300001	17350000	17325113	652	0.1709	0.1587	0.1447	-0.0711
Z	17350001	17400000	17374165	835	0.1498	0.1365	0.1251	-0.0741
Z	17400001	17450000	17424691	687	0.1681	0.1575	0.1413	-0.0778
Z	17450001	17500000	17477219	730	0.1461	0.1218	0.1235	-0.0443
Z	17500001	17550000	17520609	1004	0.1336	0.0303	0.0969	0.0904
Z	17550001	17600000	17575556	904	0.1522	0.137	0.1645	0.0699
Z	17600001	17650000	17625344	836	0.1737	0.1502	0.1725	0.0342
Z	17650001	17700000	17675298	808	0.1902	0.1516	0.1675	-0.0108
Z	17700001	17750000	17724385	682	0.1325	0.1355	0.1357	0.0071
Z	17750001	17800000	17775207	683	0.0783	0.1293	0.1058	0.0104
Z	17800001	17850000	17824891	722	0.1623	0.154	0.1495	-0.0309
Z	17850001	17900000	17875731	642	0.2135	0.1909	0.1977	-0.0121
Z	17900001	17950000	17925323	710	0.1834	0.1672	0.1595	-0.0516
Z	17950001	18000000	17975223	711	0.1824	0.1066	0.149	0.0167
Z	18000001	18050000	18023163	724	0.1852	0.1754	0.1687	-0.0365
Z	18050001	18100000	18077460	691	0.1862	0.1768	0.162	-0.062
Z	18100001	18150000	18123968	831	0.1653	0.1459	0.1466	-0.0325
Z	18150001	18200000	18175065	607	0.1127	0.1222	0.1183	0.0037
Z	18200001	18250000	18226505	716	0.1725	0.1413	0.1531	-0.0134
Z	18250001	18300000	18274743	474	0.1401	0.0325	0.1004	0.0818
Z	18300001	18350000	18326759	417	0.0325	0.0	0.0201	0.1151
Z	18350001	18400000	18374993	517	0.0021	0.0	0.0013	0.12
Z	18400001	18450000	18423848	489	0.0067	0.0044	0.0055	-0.0066
Z	18450001	18500000	18473358	426	0.002	0.002	0.0021	0.0138
Z	18500001	18550000	18528808	463	0.0023	0.0007	0.0016	0.017
Z	18550001	18600000	18576839	589	0.0687	0.0018	0.043	0.1075
Z	18600001	18650000	18624558	448	0.0358	0.0021	0.023	0.105
Z	18650001	18700000	18675539	403	0.0	0.0	0.0	nan
Z	18700001	18750000	18724623	388	0.0014	0.0	0.0009	0.12
Z	18750001	18800000	18775384	464	0.0037	0.0	0.0019	0.022
Z	18800001	18850000	18823368	637	0.0044	0.0043	0.0041	-0.0432
