scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Z,11000001,11050000,11024280,904,291,17.2853,29.1137,-0.2549,-0.2085,-0.1365
Z,11050001,11100000,11076438,995,271,10.3946,17.3849,-0.2516,-0.1204,-0.0623
Z,11100001,11150000,11122462,735,235,15.4282,11.3349,0.1529,0.0613,0.0304
Z,11150001,11200000,11176507,617,166,13.2701,0.0,1.0,0.2361,0.2021
Z,11200001,11250000,11226468,676,163,0.5188,44.4994,-0.977,-3.9878,-0.7655
Z,11250001,11300000,11273341,805,205,0.2132,21.3566,-0.9802,-0.9416,-0.4732
Z,11300001,11350000,11325454,548,125,0.014,52.1094,-0.9995,392.898,-0.9578
Z,11350001,11400000,11373147,548,96,0.1156,14.6968,-0.9844,-4.383,-0.7408
Z,11400001,11450000,11426207,597,122,0.0,27.5615,-1.0,-3.2927,-0.7463
Z,11450001,11500000,11476040,741,182,15.6447,0.7202,0.912,0.232,0.226
Z,11500001,11550000,11521728,734,157,21.3399,0.0956,0.9911,0.2226,0.1994
Z,11550001,11600000,11569146,483,89,17.7022,2.4414,0.7576,0.4603,0.2526
Z,11600001,11650000,11625497,673,171,31.7666,0.0,1.0,0.4262,0.4206
Z,11650001,11700000,11674951,626,160,0.9587,0.5617,0.2611,0.0439,0.0227
Z,11700001,11750000,11724437,690,168,7.2512,5.6019,0.1283,0.0918,0.0368
Z,11750001,11800000,11775255,549,131,7.5372,3.9361,0.3139,0.1261,0.0652
Z,11800001,11850000,11825679,655,108,17.7994,10.8735,0.2416,0.1977,0.1411
Z,11850001,11900000,11875553,604,128,16.2775,5.994,0.4617,0.5701,0.4276
Z,11900001,11950000,11926935,773,220,1.0432,18.6605,-0.8941,-2.0949,-0.5377
Z,11950001,12000000,11976407,711,190,11.7174,7.56,0.2157,0.1513,0.0801
Z,12000001,12050000,12027305,576,145,8.2789,1.039,0.777,1.0215,0.3132
Z,12050001,12100000,12074716,756,234,51.5595,2.3662,0.9122,0.7638,0.6048
Z,12100001,12150000,12126228,776,265,3.065,4.5151,-0.1913,-0.027,-0.0181
Z,12150001,12200000,12174124,700,261,5.3128,8.0481,-0.2047,-0.0781,-0.0428
Z,12200001,12250000,12224245,777,255,2.1632,7.4317,-0.5491,-0.2099,-0.0839
Z,12250001,12300000,12275276,769,319,5.2017,8.1097,-0.2185,-0.0847,-0.0368
Z,12300001,12350000,12325877,707,272,11.7379,3.0218,0.5905,0.182,0.1129
Z,12350001,12400000,12373764,579,161,9.1993,4.202,0.3729,0.3027,0.0944
Z,12400001,12450000,12426505,695,116,0.153,0.0317,0.6571,0.0478,0.021
Z,12450001,12500000,12476704,700,287,7.2668,0.1667,0.9552,0.1316,0.1286
Z,12500001,12550000,12524911,697,321,5.4309,0.6366,0.7902,0.1047,0.0879
Z,12550001,12600000,12575206,572,164,1.387,1.4444,-0.0203,-0.0033,-0.0022
Z,12600001,12650000,12625577,582,181,1.8426,17.3086,-0.8076,-0.9619,-0.3746
Z,12650001,12700000,12672437,566,216,7.6936,3.7774,0.3414,0.1801,0.1656
Z,12700001,12750000,12723776,592,245,15.9382,0.7987,0.9046,0.253,0.2404
Z,12750001,12800000,12777379,538,205,3.0367,0.0764,0.9509,0.1584,0.1169
Z,12800001,12850000,12824881,748,244,8.8624,0.7957,0.8352,0.2329,0.1855
Z,12850001,12900000,12875929,839,318,15.4977,11.6944,0.1399,0.061,0.046
Z,12900001,12950000,12924762,782,325,14.8079,4.8245,0.5085,0.1056,0.0905
Z,12950001,13000000,12975830,727,206,3.3283,6.7167,-0.3373,-0.1399,-0.0805
Z,13000001,13050000,13027051,788,256,2.4504,9.5754,-0.5925,-0.5927,-0.212
Z,13050001,13100000,13075145,729,211,9.1976,2.0089,0.6415,0.5883,0.2509
Z,13100001,13150000,13124023,657,206,34.9455,3.2969,0.8276,0.7281,0.6052
Z,13150001,13200000,13175897,700,204,14.0841,5.7062,0.4233,0.353,0.2377
Z,13200001,13250000,13227174,892,292,44.9298,0.1638,0.9927,0.6733,0.5173
Z,13250001,13300000,13275130,998,355,23.7144,3.7613,0.7262,0.3152,0.2249
Z,13300001,13350000,13324540,820,266,8.01,8.1061,-0.006,-0.0032,-0.001
Z,13350001,13400000,13375630,716,295,10.1641,17.6378,-0.2688,-0.3198,-0.084
Z,13400001,13450000,13422872,648,248,10.0772,3.7963,0.4527,0.2348,0.1124
Z,13450001,13500000,13474755,622,209,7.5438,0.6548,0.8403,0.5992,0.1295
Z,13500001,13550000,13524596,782,266,20.6227,8.2971,0.4262,0.2795,0.182
Z,13550001,13600000,13575859,740,262,2.8623,29.4339,-0.8227,-0.924,-0.4515
Z,13600001,13650000,13628407,895,352,18.5085,9.3878,0.327,0.1698,0.1294
Z,13650001,13700000,13676901,847,297,14.9452,6.9999,0.3621,0.1914,0.1269
Z,13700001,13750000,13722394,681,171,16.2787,0.5017,0.9402,0.5707,0.4075
Z,13750001,13800000,13774756,727,247,3.5602,1.9465,0.293,0.0164,0.0154
Z,13800001,13850000,13823661,600,108,5.7012,7.567,-0.1406,-0.1788,-0.1304
Z,13850001,13900000,13872189,479,106,6.8997,6.5754,0.0241,0.0243,0.0192
Z,13900001,13950000,13927386,492,110,4.025,2.3518,0.2624,0.1409,0.1037
Z,13950001,14000000,13975917,517,230,8.4094,2.3053,0.5697,0.0803,0.0694
Z,14000001,14050000,14025765,433,73,0.4969,1.1111,-0.382,-0.0987,-0.0316
Z,14050001,14100000,14077024,370,44,0.0,0.0,nan,0.0,0.0
Z,14100001,14150000,14125742,457,91,0.0,1.7724,-1.0,-21.7108,-0.8278
Z,14150001,14200000,14176171,666,82,0.4043,0.1759,0.3936,0.0056,0.0055
Z,14200001,14250000,14226198,638,93,0.4449,0.0265,0.8877,0.01,0.0099
Z,14250001,14300000,14273855,783,277,1.3745,1.4763,-0.0357,-0.0049,-0.0042
Z,14300001,14350000,14326024,762,225,0.043,0.2313,-0.6862,0.0383,-0.007
Z,14350001,14400000,14374316,762,128,0.0487,0.1259,-0.442,-0.1018,-0.0071
Z,14400001,14450000,14424152,526,119,0.3735,1.1975,-0.5246,-0.2448,-0.1714
Z,14450001,14500000,14475069,722,118,0.0,0.0,nan,0.0,0.0
Z,14500001,14550000,14523401,650,178,3.4554,7.0156,-0.34,-0.0841,-0.0628
Z,14550001,14600000,14575505,468,129,7.6019,4.0768,0.3018,0.1429,0.1065
Z,14600001,14650000,14626404,652,181,3.8612,10.5811,-0.4653,-0.2144,-0.1318
Z,14650001,14700000,14672895,679,226,3.5054,7.3163,-0.3522,-0.0752,-0.0528
Z,14700001,14750000,14725896,674,175,3.6225,5.5596,-0.211,-0.0448,-0.0334
Z,14750001,14800000,14775768,770,253,4.313,0.7593,0.7006,0.2897,0.1268
Z,14800001,14850000,14824453,762,293,12.5654,8.8374,0.1742,0.0873,0.056
Z,14850001,14900000,14876584,624,203,1.1092,1.1579,-0.0215,-0.0011,-0.0009
Z,14900001,14950000,14921872,560,255,3.6918,6.4859,-0.2745,-0.0565,-0.0369
Z,14950001,15000000,14974330,460,180,2.1652,26.7876,-0.8504,-1.4629,-0.5635
Z,15000001,15050000,15027026,306,69,1.2479,13.7449,-0.8335,-1.5891,-0.6033
Z,15050001,15100000,15076089,295,101,18.1271,2.1524,0.7877,0.5191,0.3064
Z,15100001,15150000,15124503,295,90,8.5952,0.4486,0.9008,0.4718,0.1997
Z,15150001,15200000,15176975,439,140,8.801,4.6148,0.312,0.1992,0.1281
Z,15200001,15250000,15225175,371,88,8.7342,4.0563,0.3657,0.3512,0.1522
Z,15250001,15300000,15276026,313,139,13.8097,2.0226,0.7445,0.4662,0.27
Z,15300001,15350000,15325068,353,173,32.3097,13.7863,0.4018,0.3171,0.2329
Z,15350001,15400000,15373733,306,117,15.9097,0.0694,0.9913,0.5615,0.4185
Z,15400001,15450000,15425201,376,124,6.951,0.0,1.0,0.5413,0.3206
Z,15450001,15500000,15475451,349,117,17.2929,0.9825,0.8925,0.6677,0.4447
Z,15500001,15550000,15523299,336,146,48.8525,0.6391,0.9742,0.7125,0.6287
Z,15550001,15600000,15573774,299,80,5.065,0.3909,0.8567,0.5779,0.2216
Z,15600001,15650000,15626287,320,95,6.4475,0.1157,0.9647,0.4412,0.2572
