scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Z,12100001,12150000,12126228,776,265,4.5151,7.2933,-0.2353,-0.0497,-0.0327
Z,12150001,12200000,12174124,700,261,8.0481,9.3359,-0.0741,-0.0241,-0.0188
Z,12200001,12250000,12224245,777,255,7.4317,0.3773,0.9034,0.1202,0.1157
Z,12250001,12300000,12275276,769,319,8.1097,7.5918,0.033,0.0077,0.0063
Z,12300001,12350000,12325877,707,272,3.0218,2.8188,0.0347,0.0033,0.003
Z,12350001,12400000,12373764,579,161,4.202,9.4933,-0.3864,-0.1273,-0.0994
Z,12400001,12450000,12426505,695,116,0.0317,1.6119,-0.9615,-0.3715,-0.2188
Z,12450001,12500000,12476704,700,287,0.1667,0.0833,0.3333,0.002,0.0017
Z,12500001,12550000,12524911,697,321,0.6366,3.1809,-0.6665,-0.0577,-0.0481
Z,12550001,12600000,12575206,572,164,1.4444,1.7778,-0.1034,-0.0152,-0.0124
Z,12600001,12650000,12625577,582,181,17.3086,1.1759,0.8728,0.4654,0.3958
Z,12650001,12700000,12672437,566,216,3.7774,1.4714,0.4393,0.13,0.1101
Z,12700001,12750000,12723776,592,245,0.7987,4.2234,-0.6819,-0.0778,-0.0661
Z,12750001,12800000,12777379,538,205,0.0764,4.2513,-0.9647,-0.2088,-0.1569
Z,12800001,12850000,12824881,748,244,0.7957,2.9262,-0.5724,-0.0683,-0.0564
Z,12850001,12900000,12875929,839,318,11.6944,5.7318,0.3422,0.0842,0.0754
Z,12900001,12950000,12924762,782,325,4.8245,6.6046,-0.1558,-0.0234,-0.0171
Z,12950001,13000000,12975830,727,206,6.7167,3.27,0.3451,0.1004,0.0797
Z,13000001,13050000,13027051,788,256,9.5754,1.9419,0.6628,0.2636,0.2184
Z,13050001,13100000,13075145,729,211,2.0089,1.6846,0.0878,0.0167,0.0142
Z,13100001,13150000,13124023,657,206,3.2969,1.2186,0.4603,0.1046,0.0963
Z,13150001,13200000,13175897,700,204,5.7062,3.704,0.2128,0.0853,0.0678
Z,13200001,13250000,13227174,892,292,0.1638,1.3792,-0.7877,-0.031,-0.0282
Z,13250001,13300000,13275130,998,355,3.7613,15.8463,-0.6163,-0.2438,-0.1472
Z,13300001,13350000,13324540,820,266,8.1061,15.386,-0.3099,-0.0955,-0.0718
Z,13350001,13400000,13375630,716,295,17.6378,8.2699,0.3616,0.1237,0.107
Z,13400001,13450000,13422872,648,248,3.7963,3.8139,-0.0023,-0.0005,-0.0003
Z,13450001,13500000,13474755,622,209,0.6548,18.162,-0.9304,-0.4222,-0.2737
Z,13500001,13550000,13524596,782,266,8.2971,4.2332,0.3243,0.0894,0.075
Z,13550001,13600000,13575859,740,262,29.4339,5.3126,0.6942,0.4709,0.3774
Z,13600001,13650000,13628407,895,352,9.3878,6.8221,0.1583,0.0485,0.0401
Z,13650001,13700000,13676901,847,297,6.9999,15.1315,-0.3674,-0.1866,-0.1237
Z,13700001,13750000,13722394,681,171,0.5017,3.1607,-0.726,-0.2095,-0.103
Z,13750001,13800000,13774756,727,247,1.9465,20.4261,-0.826,-0.2809,-0.1518
Z,13800001,13850000,13823661,600,108,7.567,0.2514,0.9357,0.6414,0.5461
Z,13850001,13900000,13872189,479,106,6.5754,0.571,0.8402,0.417,0.3674
Z,13900001,13950000,13927386,492,110,2.3518,4.677,-0.3308,-0.1842,-0.127
Z,13950001,14000000,13975917,517,230,2.3053,24.4178,-0.8275,-0.2776,-0.2089
Z,14000001,14050000,14025765,433,73,1.1111,13.7639,-0.8506,-0.7048,-0.3878
Z,14050001,14100000,14077024,370,44,0.0,0.0,nan,0.0,0.0
Z,14100001,14150000,14125742,457,91,1.7724,0.2654,0.7395,0.808,0.686
Z,14150001,14200000,14176171,666,82,0.1759,12.2978,-0.9718,-0.3013,-0.2256
Z,14200001,14250000,14226198,638,93,0.0265,0.107,-0.6034,-0.0019,-0.0019
Z,14250001,14300000,14273855,783,277,1.4763,1.3334,0.0509,0.007,0.0057
Z,14300001,14350000,14326024,762,225,0.2313,11.0912,-0.9591,-0.4271,-0.2886
Z,14350001,14400000,14374316,762,128,0.1259,3.3458,-0.9275,-0.3459,-0.2279
Z,14400001,14450000,14424152,526,119,1.1975,0.2801,0.6209,0.3443,0.1806
Z,14450001,14500000,14475069,722,118,0.0,0.4229,-1.0,-0.0337,-0.0288
